1	1	1	1.690468	-0.159688	-0.646115	-0.252007	-0.609794	0.579927	0.375313	-0.352386	-0.260224	-0.759128	-0.013842	-0.540653	0.946521	-0.227922	-0.225045	-0.116312	0.635812	-0.409247	-0.310419
2	1	2	1.690468	-0.159688	-0.530724	0.127922	-0.482150	2.865772	0.375313	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	-0.249084	-0.227922	0.185510	-0.401124	2.042938	-0.409247	-0.034059
3	1	3	1.665576	-0.407623	0.858984	-0.631936	-0.443857	2.611790	-0.405184	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.401124	1.665865	-0.409247	-0.310419
4	1	4	2.233118	-0.407623	-0.415333	-0.424702	-1.120369	0.071962	4.017633	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	-0.249084	-0.227922	-0.225045	-0.116312	2.640737	-0.409247	-0.310419
5	1	5	2.213204	-0.159688	1.129901	-0.044773	-1.082076	1.341876	3.757467	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	-0.249084	-0.227922	-0.225045	-0.401124	2.659131	-0.409247	-0.310419
6	1	6	1.829864	0.385768	-0.570860	0.093383	-0.609794	1.595858	0.895644	-0.352386	-0.260224	-0.759128	-0.512160	-0.353270	0.647619	-0.227922	-0.225045	-0.401124	1.481927	-0.409247	-0.310419
7	1	7	2.422299	-0.159688	1.089765	0.197000	-1.248012	2.865772	2.196473	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	-0.249084	-0.227922	-0.225045	-0.401124	2.493586	-0.409247	-0.310419
8	1	8	0.077452	0.137833	-0.646115	-0.942787	-0.526826	-0.436004	-0.405184	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	0.348718	-0.227922	-0.225045	0.453312	-0.541391	-0.409247	-0.310419
9	1	9	1.640683	0.881638	-0.530724	-0.424702	-0.571501	1.341876	1.155810	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	0.946521	-0.227922	-0.225045	-0.401124	1.463533	-0.409247	-0.310419
10	1	10	1.501287	1.427094	-0.415333	-0.286546	-0.954432	1.087893	0.635479	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	0.049817	-0.227922	-0.225045	-0.116312	1.077264	-0.409247	-0.310419
11	1	11	1.829864	0.137833	-0.570860	-0.182929	-0.782113	3.627721	-0.145018	-0.352386	-0.260224	-0.299173	-0.512160	-0.540653	-0.249084	-0.227922	-0.225045	0.168500	2.438405	-0.409247	-0.310419
12	1	12	1.640683	0.633703	-0.876896	0.058844	-0.992725	2.103824	0.375313	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	0.348718	-0.227922	-0.225045	0.738125	1.573896	-0.409247	-0.310419
13	1	13	1.745231	-0.159688	1.069697	0.797979	-0.252392	1.087893	1.415976	-0.352386	-0.260224	-0.759128	-0.013842	-0.540653	0.348718	-0.227922	-0.225045	-0.685937	1.463533	-0.409247	-0.310419
14	1	14	1.690468	0.385768	-0.686250	1.613099	-0.654469	2.357807	1.676142	-0.352386	-0.260224	-0.529150	-0.013842	-0.540653	0.647619	-0.227922	-0.225045	-0.401124	2.144104	-0.409247	-0.310419
15	1	15	1.222494	-0.159688	-0.686250	0.777255	-0.718291	1.341876	0.375313	-0.352386	-0.260224	-0.759128	-0.013842	-0.540653	1.544323	-0.227922	-0.225045	-0.401124	1.104854	-0.409247	-0.310419
16	1	16	1.899562	0.088246	-0.435401	1.468035	-1.056547	0.579927	4.277798	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	0.049817	-0.227922	-0.225045	-0.401124	2.843069	-0.409247	-0.310419
17	2	1	-0.773862	-0.407623	-0.224687	-1.288176	1.087867	-0.436004	-0.405184	-0.352386	-0.260224	0.850715	-0.013842	-0.540653	-0.846887	-0.227922	-0.225045	0.453312	-0.541391	-0.409247	-0.310419
18	2	2	-0.300910	-0.407623	0.126503	-1.080942	0.449648	-0.436004	-0.405184	-0.352386	-0.260224	-0.069195	0.982793	-0.540653	0.049817	-0.227922	-0.225045	-0.116312	-0.541391	-0.409247	-0.310419
19	2	3	1.192623	0.385768	1.205156	-0.321085	-0.443857	0.579927	-0.145018	-0.352386	-0.260224	0.390760	-0.512160	-0.540653	0.348718	-0.227922	-0.225045	0.168500	0.341512	-0.409247	-0.310419
20	2	4	-0.823647	-0.407623	1.049629	-1.150020	0.666643	-0.436004	-0.405184	-0.352386	-0.260224	0.160783	-0.512160	-0.540653	-0.846887	-0.227922	-0.225045	0.738125	-0.541391	-0.409247	-0.310419
21	2	5	-1.157203	-0.407623	1.245292	-1.219098	0.111393	-0.436004	-0.405184	-0.352386	-0.260224	0.850715	-0.512160	-0.540653	-0.547986	-0.227922	-0.225045	0.168500	-0.541391	-0.409247	-0.310419
22	2	6	-1.082526	-0.407623	-0.876896	-0.942787	0.028424	-0.436004	-0.405184	-0.352386	-0.260224	-0.069195	0.982793	-0.540653	-0.249084	-0.227922	-0.225045	-0.116312	-0.541391	-0.409247	-0.310419
23	2	7	-0.564768	4.303137	-0.375197	-0.562858	-1.120369	-0.436004	-0.145018	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	-0.846887	-0.227922	-0.225045	0.738125	-0.357453	-0.409247	-0.310419
24	2	8	-0.987935	-0.407623	-0.375197	-1.150020	0.111393	-0.436004	-0.405184	-0.352386	-0.260224	0.850715	-0.013842	-0.540653	-0.846887	-0.227922	-0.225045	0.168500	-0.541391	-0.409247	-0.310419
25	2	9	-0.893345	-0.407623	-0.224687	-1.184559	-0.571501	-0.436004	-0.405184	-0.352386	-0.260224	-0.069195	-0.512160	-0.540653	-0.547986	-0.227922	-0.225045	0.738125	-0.541391	-0.409247	-0.310419
26	2	10	-1.012828	-0.407623	-0.375197	-0.770092	0.877255	-0.436004	-0.405184	-0.352386	-0.260224	0.160783	-0.013842	-0.353270	-0.547986	-0.227922	-0.225045	0.453312	-0.541391	-0.409247	-0.310419
27	2	11	-0.584681	3.757681	-0.375197	-0.839170	-0.909757	-0.436004	-0.405184	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	-0.846887	-0.227922	-0.225045	0.738125	-0.541391	-0.409247	-0.310419
28	2	12	-0.042031	4.551072	0.472675	-0.528319	-0.654469	-0.436004	0.115147	-0.352386	-0.260224	-0.759128	-0.013842	-0.540653	0.049817	-0.227922	-0.225045	0.453312	-0.173515	-0.409247	-0.310419
29	2	13	-0.873431	-0.407623	-0.937100	-0.880616	0.085864	-0.436004	-0.405184	-0.352386	-0.260224	-0.069195	-0.512160	-0.540653	0.348718	-0.227922	-0.225045	-0.116312	-0.541391	-0.409247	-0.310419
30	2	14	-0.455242	3.757681	-0.937100	-0.728645	0.015660	-0.436004	-0.405184	-0.352386	0.045922	-0.299173	-0.512160	-0.353270	-0.547986	-0.227922	-0.225045	0.453312	-0.541391	-0.207298	-0.310419
31	2	15	-0.455242	4.551072	-0.937100	-1.053311	0.353916	-0.436004	-0.405184	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	-0.846887	-0.227922	-0.225045	1.307749	-0.541391	-0.409247	-0.310419
32	2	16	-0.694207	1.427094	-0.937100	-1.101666	-0.820406	-0.436004	-0.405184	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	-0.846887	-0.227922	-0.225045	3.301435	-0.541391	-0.409247	-0.310419
33	3	1	0.719671	0.137833	-0.375197	-0.252007	-0.954432	-0.436004	-0.145018	-0.352386	-0.260224	-0.529150	-0.512160	-0.165887	1.245422	-0.227922	-0.225045	-0.401124	-0.357453	-0.409247	-0.310419
34	3	2	1.048248	-0.159688	-0.224687	1.198631	-0.609794	-0.182021	-0.145018	-0.352386	-0.260224	-0.759128	-0.013842	-0.540653	1.245422	-0.227922	-0.225045	-0.685937	-0.182712	-0.409247	-0.310419
35	3	3	0.789369	-0.159688	0.432539	0.127922	-0.909757	-0.182021	-0.405184	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.401124	-0.357453	-0.409247	-0.310419
36	3	4	1.048248	-0.159688	1.089765	0.093383	-0.226863	0.325945	-0.405184	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.401124	0.010423	-0.409247	-0.310419
37	3	5	0.739585	-0.159688	-0.495605	-0.010234	-0.699145	-0.436004	0.115147	-0.352386	-0.260224	-0.529150	-0.512160	-0.540653	0.647619	-0.227922	-0.225045	-0.116312	-0.173515	-0.409247	-0.310419
38	3	6	0.908852	0.385768	-0.646115	0.680546	-0.909757	-0.182021	-0.405184	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.544323	-0.227922	0.185510	-0.685937	-0.357453	-0.409247	-0.034059
39	3	7	1.501287	-0.159688	-0.726386	0.818702	-0.826788	0.833910	0.115147	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.685937	0.654206	-0.409247	-0.310419
40	3	8	1.356912	0.137833	-0.109296	1.509482	-0.737438	0.071962	0.375313	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	0.185510	-0.401124	0.323118	-0.409247	-0.034059
41	3	9	1.451502	0.137833	-0.029024	0.266078	-0.826788	0.325945	0.635479	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.401124	0.635812	-0.409247	-0.310419
42	3	10	0.928766	-0.159688	1.666720	-0.044773	-0.992725	-0.182021	0.115147	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.401124	-0.007971	-0.409247	-0.310419
43	3	11	0.928766	-0.407623	1.165020	0.127922	-1.165044	-0.182021	-0.145018	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.544323	-0.227922	-0.225045	-0.401124	-0.182712	-0.409247	-0.310419
44	3	12	0.908852	-0.159688	1.395802	0.093383	-0.992725	-0.436004	-0.145018	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.116312	-0.357453	-0.409247	-0.310419
45	3	13	0.983529	-0.407623	-0.686250	1.171000	-0.590647	1.087893	-0.145018	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.245422	-0.227922	-0.225045	-0.401124	0.690994	-0.409247	-0.310419
46	3	14	1.401718	-0.407623	-0.937100	1.392049	-0.418329	0.325945	-0.145018	-0.352386	-0.260224	-0.759128	-0.512160	-0.540653	1.544323	-0.227922	0.185510	-0.401124	0.166770	-0.409247	-0.034059
